170,-83,56
-77,142,511
349,203,-511
510,194,-420
-511,-511,-287
-224,-481,-133
-27,-45,153
12,-511,-368
187,-122,-132
18,-132,-188
230,-471,-6
99,-122,-183
108,-165,-92
253,-241,-247
-94,-172,49
20,-452,-24
144,-188,-258
292,-14,-135
24,-253,38
351,-345,23
210,-155,-36
32,-323,-74
143,-264,-105
351,-21,-229
176,-8,-131
91,-106,9
211,-337,47
150,-211,-89
199,-189,-146
216,-158,-222
261,49,-146
38,-57,-122
94,-384,226
197,-159,22
160,-115,-167
178,-217,-41
311,-192,-163
220,-204,-15
93,-135,-36
145,-187,-150
319,-76,-169
147,-124,-30
248,-95,-129
190,-232,-88
92,-335,-34
222,-194,-218
97,-125,-191
26,-278,177
155,-61,52
171,-423,-106
182,-47,-218
143,-195,-109
58,-268,-144
86,-252,-43
38,-259,-306
68,-136,-216
69,-236,-100
7,-290,-181
84,-273,-61
112,-197,-174
158,-107,-126
68,-250,-168
-43,-371,-110
118,-189,-60
39,-225,-122
37,-224,-229
72,-251,-90
105,-287,-115
-7,-189,-93
83,-246,-104
103,-213,-93
74,-175,-48
-19,-214,-169
-17,-274,-152
66,-241,-121
-35,-134,-172
-25,-260,-225
20,-176,-171
33,-121,-183
-63,-184,-163
9,-148,-207
11,-220,-180
20,-138,-284
28,-187,-173
-34,-305,-141
100,-210,-112
144,-214,-127
60,-114,-125
182,-361,-158
-45,-224,-97
311,-101,-239
-33,-229,-143
74,-214,-83
96,-213,-94
126,-214,-38
70,-331,-134
74,-228,-53
287,-207,-107
122,-137,-97
-20,151,26
