122,-218,-41
154,-236,-46
123,-222,-36
147,-228,-51
122,-225,-32
148,-230,-46
125,-220,-29
151,-236,-43
113,-220,-33
154,-241,-44
121,-223,-38
156,-233,-33
114,-214,-35
138,-227,-50
119,-199,-36
131,-234,-25
134,-230,-40
119,-227,-31
137,-223,-36
115,-218,-45
121,-240,-43
118,-218,-27
126,-232,-34
128,-230,-39
123,-226,-38
113,-229,-46
124,-228,-34
121,-221,-32
118,-228,-46
130,-236,-32
112,-231,-32
129,-223,-34
111,-242,-36
123,-219,-35
125,-242,-46
118,-231,-35
116,-221,-32
134,-229,-40
110,-233,-38
123,-231,-41
106,-227,-37
132,-231,-45
100,-232,-26
134,-221,-43
113,-234,-57
140,-229,-40
127,-203,-41
148,-195,-50
134,-216,-46
158,-215,-41
128,-215,-49
155,-218,-51
141,-201,-37
172,-215,-47
139,-205,-33
168,-225,-43
141,-206,-34
167,-228,-50
138,-195,-37
162,-228,-53
128,-192,-48
148,-232,-43
144,-194,-46
145,-222,-36
152,-191,-63
144,-217,-52
168,-194,-60
146,-203,-31
178,-219,-60
145,-201,-41
179,-227,-56
138,-205,-40
164,-228,-52
132,-190,-42
148,-225,-31
139,-199,-53
141,-217,-40
162,-201,-52
143,-216,-43
162,-224,-59
134,-213,-27
163,-242,-54
117,-216,-36
157,-239,-48
118,-199,-37
135,-229,-40
134,-206,-45
133,-236,-45
136,-210,-41
130,-230,-41
139,-209,-48
132,-215,-39
142,-218,-43
134,-209,-25
159,-240,-41
130,-203,-33
157,-236,-44
117,-200,-31
145,-245,-57
119,-201,-46
129,-241,-41
126,-214,-43
123,-224,-38
152,-228,-47
116,-214,-39
165,-235,-48
108,-212,-34
150,-239,-55
121,-212,-41
131,-239,-48
126,-206,-52
123,-225,-49
130,-212,-44
124,-228,-49
143,-213,-47
136,-209,-41
158,-226,-52
124,-210,-41
149,-237,-56
125,-209,-43
140,-235,-49
139,-210,-48
128,-234,-42
132,-213,-43
139,-219,-49
132,-216,-39
139,-233,-29
132,-217,-31
126,-214,-36
144,-230,-45
139,-209,-40
135,-227,-39
134,-216,-41
123,-222,-32
133,-230,-37
141,-219,-36
136,-227,-42
136,-221,-50
137,-253,-44
150,-206,-71
252,-207,-33
76,-132,-165
129,-234,17
46,-229,116
147,-180,101
174,-192,56
175,-212,64
157,-188,70
