-240,-44,-5
-243,-39,-4
-256,-39,2
-258,-54,11
-242,-47,4
-244,-42,5
-238,-38,-9
-244,-37,-6
-228,-42,8
-236,-48,13
-242,-44,11
-244,-45,-6
-241,-39,6
-251,-41,-3
-241,-45,10
-247,-43,15
-247,-41,-3
-244,-39,1
-240,-43,1
-238,-35,-1
-242,-44,-10
-240,-38,1
-239,-42,2
-240,-46,3
-238,-49,1
-246,-43,-5
-250,-37,-8
-247,-46,-6
-234,-39,0
-245,-54,9
-239,-45,1
-247,-34,-2
-249,-38,-6
-241,-40,-6
-245,-51,-6
-243,-47,8
-242,-45,9
-246,-41,-3
-245,-36,1
-240,-41,-5
-250,-47,6
-245,-34,-3
-241,-44,4
-249,-44,6
-240,-35,-3
-247,-38,3
-245,-30,0
-234,-32,2
-240,-39,1
-247,-39,3
-245,-39,-2
-246,-29,-4
-249,-35,6
-238,-42,9
-249,-35,1
-240,-41,6
-239,-36,4
-248,-32,-2
-245,-46,3
-239,-33,-2
-246,-30,1
-246,-40,-2
-243,-38,3
-251,-38,2
-244,-44,5
-245,-47,8
-246,-42,4
-250,-34,-1
-246,-41,-5
-245,-40,4
-244,-35,0
-247,-36,3
-250,-32,-2
-240,-21,-5
-242,-33,8
-241,-33,6
-245,-35,2
-244,-35,-4
-248,-28,-5
-239,-25,-5
-242,-40,8
-244,-38,-1
-237,-33,5
-249,-38,9
-253,-20,-8
-246,-37,6
-247,-27,2
-245,-32,-5
-244,-44,-4
-240,-27,4
-249,-43,-1
-248,-30,-2
-248,-25,5
-241,-37,3
-252,-36,3
-250,-21,-1
-243,-27,-9
-252,-29,-8
-239,-33,-11
-246,-28,-10
-245,-40,5
-246,-11,4
-260,-25,-7
-247,-27,-12
-244,-36,-2
-252,-31,0
-247,-32,-2
-236,-25,-3
-250,-36,-15
-246,-19,-10
-246,-38,-11
-248,-26,-8
-242,-28,-8
-237,-39,-8
-253,-39,-20
-243,-24,-16
-246,-19,-20
-246,-19,-2
-243,-33,-1
-244,-30,4
-249,-26,-1
-245,-24,-21
-247,-26,-21
-250,-17,-15
-241,-26,-15
-245,-19,-6
-239,-34,-10
-249,-32,-7
-231,-15,-6
-243,-29,-1
-247,-26,-11
-245,-30,-10
-239,-37,-6
-248,-29,-2
-256,-26,-10
-251,-18,4
-248,-39,-11
-250,-26,-12
-251,-19,2
-244,-30,-7
-247,-28,-1
-253,-33,-4
-260,-21,-39
-251,-26,-19
-248,-20,-10
-243,-21,-3
-243,-24,2
-240,-33,-1
-248,-30,-2
-256,-27,-24
-238,-34,-21
-247,-25,-18
-252,-37,-2
-224,-34,-3
-298,-27,-34
-286,-115,-49
-133,27,-80
-235,-76,-6
-237,-1,-60
-246,-37,-15
-240,-42,-11
-241,-55,-9
-241,-56,-6
-232,-65,-8
-226,-81,18
-236,-39,-1
-236,-48,2
-238,-53,8
-236,-49,1
-245,-57,0
-229,-54,-19
-266,-59,-2
-268,-42,-21
-214,-69,-21
-304,-68,-14
-158,6,-50
-234,-115,4
-248,-57,-15
-244,-54,-33
-237,-79,2
-233,-108,6
-251,-62,-2
-238,-86,-6
-229,-96,-7
-237,-91,3
-232,-87,8
-222,-112,17
