@relation exp_4th_09

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.98, 0.21, 1.18, 91.16, 210.29, -25.5, 1.54819, 230.613, 2.37, 326.95, 79.6302
0.2, 0.16, 0.74, -64.09, 233.25, 39.73, 0.783071, 245.136, 1.735, 332.01, 42.2686
-0.33, 0.13, 0.13, -112.09, 249.99, 16.79, 0.377757, 274.483, 1.35333, 347.63, 82.5304
-0.71, -0.06, 1.36, -54.7, 119.78, 19.07, 1.53535, 133.053, 1.5475, 309.11, 68.8998
-0.79, -0.63, 1.54, 196.88, -146.53, -29.62, 1.8419, 247.205, 1.83, 321.894, 57.3164
-0.09, 0.14, 1.01, 3.69, -250, -71.84, 1.02362, 260.143, 1.73167, 322.5, 89.427
0.32, 0.5, 0.4, -58.01, -250, -13.93, 0.715821, 257.02, 1.65857, 322.42, 66.4218
1.33, -0.27, 0.28, 64, -74.52, -89.79, 1.38571, 133.084, 1.68625, 310.656, 73.7398
0.61, -0.05, 1.29, 88.62, 134.09, 4.21, 1.42783, 160.784, 1.71556, 301.352, 73.142
0.13, 0.29, 0.87, -62.16, 229.3, 5.1, 0.926229, 237.631, 1.673, 300.873, 29.5414
-0.37, 0.13, 0.16, -98.38, 249.99, 14.99, 0.423556, 269.069, 1.58091, 306.554, 80.7931
-0.88, -0.16, 1.92, 67.89, 150.52, 43.27, 2.11811, 170.697, 1.69583, 302.814, 23.0739
-0.92, -0.01, 1.63, 4.52, -250, -62.51, 1.87174, 257.736, 1.76231, 303.908, 50.9499
0.18, 0.43, 0.95, -12.64, -250, -31.25, 1.05821, 252.262, 1.74786, 303.192, 18.1949
0.4, 0.45, 0.05, -61.49, -203.07, 31.59, 0.604152, 214.514, 1.69133, 302.723, 87.134
1.11, -0.48, 0.64, 71.4, -43.01, -41.07, 1.36825, 92.9224, 1.725, 293.52, 50.2082
0.86, 0.16, 0.92, 81.23, 243.68, 9.57, 1.26949, 257.041, 1.73765, 295.929, 23.0739
-0.52, 0.28, 0.99, -98.35, 249.99, 38.88, 1.15278, 271.439, 1.74056, 301.001, 8.10961
-0.56, 0.08, 0.33, -174.46, 246.37, 73.24, 0.654905, 310.642, 1.7, 311.163, 70.7312
-0.88, -0.27, 1.24, 54.08, 140.19, 80.86, 1.54431, 170.635, 1.7345, 309.361, 76.1135
-0.72, -0.41, 0.65, 98.98, -188.35, -26.22, 1.05309, 214.383, 1.73667, 309.56, 49.4584
-0.16, 0.14, 1.33, -1.88, -250, -96.61, 1.34689, 268.024, 1.73182, 311.33, 70.7312
0.23, 0.56, 0.76, 7.79, -250, -18.65, 0.971648, 250.816, 1.72391, 309.813, 40.5358
1.15, -0.2, 0.26, 73.24, -149.91, -20.59, 1.19587, 168.11, 1.71917, 307.06, 74.9299
0.54, 0.03, 1.2, 119.26, 249.99, 69.58, 1.31624, 285.586, 1.7212, 312.331, 78.463
-0.59, 0.35, 1.28, -70.08, 211.01, 10.45, 1.45224, 222.588, 1.74038, 311.531, 73.7398
-0.47, 0.3, 0.39, -117.15, 127.78, 67.64, 0.680441, 186.083, 1.71889, 311.57, 67.0455
-0.43, -0.5, 0.97, 126.49, -189.99, -29.47, 1.17295, 230.14, 1.72536, 312.798, 14.0699
-0.14, 0.1, 1.18, 27.89, -250, -57, 1.19248, 257.928, 1.71483, 313.559, 79.6302
0.52, 0.58, 0.33, -23.57, -193.88, 31.92, 0.845991, 197.899, 1.70533, 311.42, 70.7312
1.01, 0.13, 0.52, -23.45, -35.81, 23.4, 1.14342, 48.7834, 1.68167, 303.277, 58.6677
0.67, -0.19, 0.7, 116.9, 204.85, -28.02, 0.987421, 237.517, 1.697, 303.7, 45.573
-0.12, 0, 1.25, -47.07, 247.77, 0.65, 1.25575, 252.202, 1.723, 300.921, 75.5225
-0.55, 0.21, 0.8, -78.66, 136.03, 80.33, 0.993277, 176.478, 1.704, 304.303, 36.8699
-0.61, 0.13, 0.65, -120.74, 105.9, 31.93, 0.900833, 163.745, 1.65167, 300.488, 49.4584
-0.75, -0.2, 1.15, 11.72, -13.57, 32.9, 1.38744, 37.4688, 1.68033, 291.576, 81.3731
-0.13, -0.69, 0.98, 88.22, -250, -101.03, 1.20557, 283.707, 1.69967, 295.487, 11.4783
0.42, 0.59, 0.76, 38.8, -250, -85.93, 1.04981, 267.188, 1.696, 300.367, 40.5358
1.28, 0.12, 0.62, -56.74, 46.15, 22.74, 1.42731, 76.5922, 1.69833, 296.991, 51.6839
0.52, -0.2, 0.22, 33.23, 215.15, -38, 0.598999, 220.993, 1.68667, 296.652, 77.291
-0.17, -0.11, 0.7, 57.37, 249.99, 75.48, 0.728697, 267.364, 1.69733, 297.301, 45.573
-0.6, 0, 1.73, -46.78, 80.67, 22.08, 1.83109, 95.8308, 1.67633, 293.563, 43.1136
-0.48, 0.3, 1.31, -57.35, -3.35, 50.07, 1.42706, 76.2053, 1.66067, 286.687, 71.9408
-0.57, -0.05, 0.98, -59.85, -80.9, 23.55, 1.13481, 103.351, 1.662, 282.368, 11.4783
0.09, -0.25, 0.99, -24.73, -164.71, -62.92, 1.02504, 178.045, 1.67633, 280.908, 8.10961
0.61, -0.16, 0.49, 53.74, -56.85, -133.46, 0.798624, 154.698, 1.644, 283.86, 60.6594
-0.07, 0.05, 1.2, -22.71, 52.33, -85.04, 1.20308, 102.401, 1.62333, 278.047, 78.463
0.12, 0.07, 1.28, -69.79, 43.42, 96.54, 1.28752, 126.791, 1.61267, 272.131, 73.7398
-0.03, -0.33, 0.54, 9.54, 20.4, 107.55, 0.633561, 109.883, 1.61033, 260.245, 57.3164
0.48, -0.49, 0.94, 94.65, -102.16, 25.23, 1.16366, 141.534, 1.59433, 258.476, 19.9484
1.54, 0.4, 0.61, -41.13, 7.34, -105.64, 1.70402, 113.602, 1.62, 253.161, 52.4105
-0.26, -0.05, 0.02, -12.59, 249.99, -99.84, 0.265518, 269.484, 1.57667, 253.625, 88.854
-2, -0.36, 1.07, -180.65, 249.99, 130.11, 2.29663, 334.751, 1.63933, 263.102, 85.986
-1.5, -0.25, 0.81, -23.22, -173.48, 249.99, 1.72296, 305.171, 1.671, 269.867, 35.9041
2, -0.26, 2, 14.1, -245.93, -250, 2.84035, 350.971, 1.754, 272.241, 0
-0.66, -0.18, 0.62, -89.97, 249.99, -116.38, 0.923255, 290.058, 1.72867, 277.734, 51.6839
-2, -0.87, 2, -250, 249.99, 249.99, 2.95921, 433.001, 1.85233, 292.314, 0
1.68, -1.46, 0.32, 114.24, -250, 82.32, 2.24864, 286.927, 1.90433, 295.668, 71.3371
0.94, 0.03, 0.25, -134.35, 249.99, -250, 0.973139, 378.213, 1.89767, 305.65, 75.5225
-2, 1.04, -0.61, 14.9, 249.99, -32.87, 2.33532, 252.582, 1.97167, 307.263, 52.4105
