@relation exp_4th_13

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.11, -0.04, 0.97, 0.27, 2.37, 1.85, 0.977036, 3.01866, 1.12, 4.49, 14.0699
0.1, -0.03, 0.98, -0.74, 0.79, 2.79, 0.985546, 2.99262, 1.115, 4.405, 11.4783
0.11, -0.02, 0.97, 0.24, 4.17, 1.08, 0.976422, 4.31427, 1.11, 4.76667, 14.0699
0.09, -0.03, 0.98, 0.02, 2.75, 0.05, 0.984581, 2.75053, 1.1075, 4.28, 11.4783
0.1, -0.02, 0.99, -0.13, 0.67, -0.24, 0.995239, 0.723464, 1.108, 3.632, 8.10961
0.11, -0.02, 0.98, 0.3, 0.72, 0.7, 0.986357, 1.04805, 1.10833, 3.31333, 11.4783
0.11, -0.03, 0.97, -0.18, 2.98, 1.43, 0.976678, 3.31024, 1.10857, 3.49571, 14.0699
0.1, -0.03, 0.96, 0.03, 3.75, 2.82, 0.96566, 4.6921, 1.10625, 3.88375, 16.2602
0.08, -0.03, 0.98, 1.07, 3.02, 0.29, 0.983717, 3.21705, 1.10444, 3.93889, 11.4783
0.1, -0.03, 0.98, 0.24, 0.4, 1.21, 0.985546, 1.2968, 1.105, 3.73, 11.4783
0.11, -0.03, 0.98, -0.39, 1.79, 1.37, 0.98661, 2.2876, 1.10636, 3.71364, 11.4783
0.09, -0.03, 0.98, 0.23, 2.4, 1.26, 0.984581, 2.72039, 1.10583, 3.72833, 11.4783
0.1, -0.03, 0.97, 0.26, 1.2, 1.05, 0.975602, 1.61558, 1.10538, 3.63462, 14.0699
0.09, -0.03, 0.98, 0.49, 1.52, 1.12, 0.984581, 1.95062, 1.105, 3.59857, 11.4783
0.09, -0.03, 0.97, 0.55, 0.54, 2.01, 0.974628, 2.15272, 1.104, 3.56533, 14.0699
0.1, -0.03, 0.96, -1.77, -0.28, 2.83, 0.96566, 3.34966, 1.10312, 3.6475, 16.2602
0.09, -0.05, 0.98, 1.97, 1.17, 4.12, 0.985393, 4.71425, 1.10412, 3.86, 11.4783
0.08, -0.03, 0.98, 2.37, -5.89, 5.09, 0.983717, 8.13739, 1.10333, 4.38722, 11.4783
0.09, -0.04, 0.98, 3.08, -5.87, 11.54, 0.984937, 13.3085, 1.10368, 5.23474, 11.4783
0.08, -0.05, 0.98, 3.94, -4.3, 19.08, 0.98453, 19.9514, 1.104, 6.339, 11.4783
0.07, -0.03, 0.99, 3.93, -10.95, 20.87, 0.992925, 23.8936, 1.10333, 7.73952, 8.10961
0.11, -0.02, 0.98, 5.07, -15.46, 18.59, 0.986357, 24.7043, 1.10364, 9.16591, 11.4783
0.13, 0, 0.95, 6.58, -15.56, 12.9, 0.958853, 21.2561, 1.10261, 10.2909, 18.1949
0.12, 0, 0.95, 3.75, -19.2, 13.37, 0.957549, 23.6951, 1.10125, 11.3754, 18.1949
0.19, -0.01, 0.99, 6.95, -22.06, 5.79, 1.00812, 23.8426, 1.1048, 12.3124, 8.10961
0.2, 0.01, 0.98, 3.37, -13.37, 2.83, 1.00025, 14.0756, 1.10808, 12.5915, 11.4783
0.22, 0.03, 0.95, 1.08, -4.22, 0.31, 0.975602, 4.36702, 1.11148, 12.333, 18.1949
0.18, 0, 1, 1.37, 0, 0.63, 1.01607, 1.50791, 1.11393, 11.9639, 0
0.2, -0.01, 0.98, 2.18, -5.81, -6.23, 1.00025, 8.79326, 1.11655, 12.0417, 11.4783
0.17, -0, 0.97, 3.82, -11.67, -5.95, 0.984784, 13.6449, 1.11733, 12.355, 14.0699
0.21, 0.02, 0.96, 0.3, -8.19, -3.07, 0.982904, 8.75163, 1.11967, 12.5907, 16.2602
0.23, -0.01, 0.96, 0.72, -2.4, -7.72, 0.987218, 8.11645, 1.12267, 12.808, 16.2602
0.2, 0.02, 0.97, -0.8, -5.14, -4.15, 0.990606, 6.65448, 1.12567, 12.9613, 14.0699
0.22, -0, 0.97, 0.01, -6.74, -2.88, 0.994636, 7.32954, 1.12867, 13.1883, 14.0699
0.25, -0.01, 0.98, 1.27, -5.41, -5.94, 1.01143, 8.13416, 1.133, 13.5743, 11.4783
0.23, 0.02, 0.97, 0.08, -4.06, -2.95, 0.997096, 5.01921, 1.13667, 13.7533, 14.0699
0.23, 0.01, 0.98, -2.17, -1.19, -0.53, 1.00668, 2.53099, 1.14033, 13.73, 11.4783
0.21, 0, 0.97, -1.2, -1.54, -1.27, 0.992472, 2.32906, 1.14333, 13.6437, 14.0699
0.23, 0, 0.96, 0.55, -2.55, 0.23, 0.987168, 2.61876, 1.14667, 13.6087, 16.2602
0.24, -0, 0.96, 0.69, 0.15, -0.22, 0.989545, 0.739594, 1.14967, 13.5823, 16.2602
0.22, 0.02, 0.97, -1.29, -1.93, -1.46, 0.994837, 2.74237, 1.15267, 13.62, 14.0699
0.24, -0.01, 0.97, -0.98, -5.54, -2.82, 0.9993, 6.2932, 1.15667, 13.8017, 14.0699
0.24, -0.01, 0.95, -1.06, 0.66, 0.24, 0.979898, 1.27153, 1.16, 13.7833, 18.1949
0.23, 0, 0.96, -1.52, 2.65, -1.19, 0.987168, 3.27857, 1.163, 13.8577, 16.2602
0.23, -0.01, 0.96, -1.11, -2.12, -3.04, 0.987218, 3.86886, 1.16667, 13.9633, 16.2602
0.25, -0.01, 0.97, 0.33, -5.22, -3.35, 1.00175, 6.21126, 1.17133, 14.0973, 14.0699
0.25, 0.01, 0.94, -0.31, -5.6, -2.33, 0.972728, 6.0733, 1.174, 14.13, 19.9484
0.25, -0.01, 0.99, -0.81, -1.53, -4.75, 1.02113, 5.05564, 1.17933, 13.9213, 8.10961
0.25, 0, 0.96, -0.85, 0.01, -3.65, 0.992018, 3.74768, 1.18267, 13.3887, 16.2602
0.24, 0.01, 0.94, 0.12, 1.17, -1.27, 0.970206, 1.73095, 1.18533, 12.5633, 19.9484
0.25, 0.02, 0.96, 1.33, -2.04, -0.79, 0.99222, 2.5602, 1.19, 11.5103, 16.2602
0.27, 0, 0.97, 0.68, 2.49, -2.02, 1.00688, 3.27764, 1.19433, 10.3793, 14.0699
0.24, 0.01, 0.97, -0.81, 3.98, -1.53, 0.9993, 4.34021, 1.199, 9.422, 14.0699
0.24, -0.01, 0.96, -0.35, 0.47, -1.84, 0.989596, 1.93106, 1.20367, 8.3, 16.2602
0.24, 0.01, 0.96, 1.64, -0.96, -2.17, 0.989596, 2.88446, 1.20433, 7.299, 16.2602
0.26, 0, 0.97, 0.56, -2.3, -2.33, 1.00424, 3.32152, 1.20567, 6.81967, 14.0699
0.26, 0.01, 0.97, -0.93, 1.24, -1.33, 1.00429, 2.0424, 1.207, 6.74933, 14.0699
0.25, -0, 0.96, 0.42, 0.72, 0.41, 0.992018, 0.928924, 1.208, 6.73433, 16.2602
0.26, 0, 0.95, 0.95, 0.69, -0.73, 0.984937, 1.38257, 1.20867, 6.33933, 18.1949
0.25, 0, 0.96, 0.21, -0.37, -0.22, 0.992018, 0.478957, 1.211, 5.65133, 16.2602
0.26, 0, 0.96, 1.78, -0.6, 0.16, 0.994585, 1.88521, 1.212, 5.35067, 16.2602
0.26, 0.01, 0.96, -0.23, -0.39, 0.4, 0.994636, 0.604152, 1.213, 5.02333, 16.2602
0.26, 0.01, 0.96, 0.49, 1.82, 0.82, 0.994636, 2.05546, 1.21433, 4.79133, 16.2602
0.25, 0.01, 0.97, 0.61, 0.26, 1.11, 1.00175, 1.29298, 1.21567, 4.53633, 14.0699
0.26, 0.01, 0.97, 0.62, 0.07, 2.53, 1.00429, 2.6058, 1.21567, 4.223, 14.0699
0.25, 0.02, 0.99, 1.58, 3.03, 1.1, 1.02127, 3.58989, 1.217, 4.177, 8.10961
0.27, 0.02, 0.97, -8.55, 1.93, 3.9, 1.00707, 9.59361, 1.21833, 4.52667, 14.0699
0.25, -0.02, 0.93, -2.51, 5.05, 4.82, 0.963224, 7.41856, 1.219, 4.80567, 21.5652
0.24, 0.02, 0.94, 0.72, 1.37, 3.12, 0.970361, 3.48277, 1.21933, 4.86833, 19.9484
0.24, 0, 0.97, 2.6, 0.34, 1.64, 0.99925, 3.09277, 1.21967, 4.98567, 14.0699
0.25, 0.01, 0.96, 0.72, 0.4, 1.5, 0.992069, 1.71126, 1.22, 4.917, 16.2602
0.25, 0.01, 0.96, 0.58, 1.75, 1.27, 0.992069, 2.2387, 1.22, 4.72567, 16.2602
0.25, 0.01, 0.95, 0.02, 3.07, 2.37, 0.982395, 3.87843, 1.22033, 4.84233, 18.1949
0.25, 0.01, 0.97, 0.98, -0.02, 1.65, 1.00175, 1.91919, 1.22167, 4.752, 14.0699
0.25, 0, 0.96, -0.15, 2.12, 1.53, 0.992018, 2.61874, 1.222, 4.66967, 16.2602
0.25, 0.01, 0.97, -0.98, 2.72, 1.44, 1.00175, 3.22992, 1.222, 4.54433, 14.0699
0.25, -0, 0.97, -1.47, 2.33, 1.75, 1.0017, 3.26379, 1.22267, 4.45467, 14.0699
0.24, 0.01, 0.96, -0.97, 3, 0.66, 0.989596, 3.22126, 1.22133, 4.37267, 16.2602
0.24, -0.01, 0.96, -1.17, 3.31, 0.73, 0.989596, 3.58579, 1.22133, 4.396, 16.2602
0.24, -0, 0.96, 0.38, 1.44, -0.73, 0.989545, 1.65858, 1.22167, 4.39567, 16.2602
0.25, -0.01, 0.96, -0.89, 1.91, -0.57, 0.992069, 2.18291, 1.22133, 4.36933, 16.2602
0.25, -0, 0.97, 0.33, 3.17, -1.5, 1.0017, 3.52247, 1.22067, 4.363, 14.0699
0.25, 0, 0.97, -0.99, 2.56, -1.82, 1.0017, 3.29334, 1.22067, 4.33133, 14.0699
0.23, -0, 0.97, -1.05, 4.01, -0.49, 0.996895, 4.17405, 1.22033, 4.42767, 14.0699
0.24, -0.01, 0.97, -1.71, 1.72, 0.07, 0.9993, 2.4264, 1.22067, 4.38533, 14.0699
0.23, -0.01, 0.96, -1.18, 2.13, -0.2, 0.987218, 2.44322, 1.21967, 4.32933, 16.2602
0.24, -0.01, 0.96, -0.07, 0.84, -0.06, 0.989596, 0.845044, 1.21867, 4.245, 16.2602
0.24, -0, 0.96, 0.57, 2.98, 0.24, 0.989545, 3.0435, 1.21833, 4.31967, 16.2602
0.24, -0.02, 0.96, -0.02, 0.31, 0.54, 0.989747, 0.622977, 1.21867, 4.26967, 16.2602
0.25, -0, 0.96, 1.81, 0.62, 0.81, 0.992018, 2.07764, 1.21867, 4.351, 16.2602
0.24, -0.01, 0.96, 2.79, -0.7, 1.94, 0.989596, 3.46954, 1.21833, 4.44733, 16.2602
0.23, -0, 0.97, 4.25, 0.72, 2.49, 0.996895, 4.97805, 1.21733, 4.662, 14.0699
0.24, 0.01, 0.98, 3.02, -3.89, 0.45, 1.00901, 4.9452, 1.21733, 4.803, 11.4783
0.25, 0.01, 0.97, 0.45, -0.03, 1.36, 1.00175, 1.43283, 1.21733, 4.79833, 14.0699
0.24, 0, 0.96, -1.05, 4.58, 2.12, 0.989545, 5.15493, 1.216, 4.94933, 16.2602
0.23, 0, 0.96, 0.67, 3.07, 2.17, 0.987168, 3.81873, 1.21367, 4.956, 16.2602
0.26, 0.01, 0.98, -0.79, 1.53, 0.54, 1.01395, 1.80461, 1.21333, 4.572, 11.4783
0.27, 0, 0.97, -4.92, 7.51, -5.8, 1.00688, 10.6886, 1.21467, 4.767, 14.0699
0.3, -0.01, 0.96, -8.02, 9.8, -17.7, 1.00583, 21.7635, 1.217, 5.77733, 16.2602
0.31, -0.02, 0.96, -18.82, 13.69, -31.03, 1.00901, 38.7875, 1.21967, 7.74267, 16.2602
0.23, 0.02, 0.93, -25.56, 30.07, -41.79, 0.958228, 57.4798, 1.21833, 10.9027, 21.5652
0.2, -0.03, 0.93, -24.02, 29.69, -34.47, 0.951735, 51.4455, 1.21633, 13.722, 21.5652
