@relation exp_4th_12

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.04, -0.18, 1.17, 53.41, 132.06, -1.77, 1.18444, 142.463, 1.39, 187.24, 80.2122
-0.3, -0.09, 1.34, -35.2, 68.59, 27.38, 1.37612, 81.8125, 1.56, 159.205, 70.1231
0.08, 0.2, 0.88, -36.64, -9.22, -0.73, 0.90598, 37.7893, 1.42667, 121.667, 28.3576
-0.35, 0.11, 0.8, -58.41, 76.26, -17.84, 0.880114, 97.7015, 1.385, 129.377, 36.8699
-0.54, -0.11, 0.93, -13.13, -8.58, 10.79, 1.08102, 19.0378, 1.424, 110.002, 21.5652
-0.14, -0.41, 0.8, 107.17, -101.6, -63, 0.90978, 160.552, 1.41167, 136.963, 36.8699
0.19, 0.05, 1.33, -23.98, -154.84, -83.36, 1.34443, 177.481, 1.43429, 154.851, 70.7312
0.16, 0.43, 0.8, -22.11, -13.76, 2.29, 0.922226, 26.1426, 1.42875, 140.265, 36.8699
0.66, 0.02, 0.83, -51.61, -17.39, 8.47, 1.06061, 55.1157, 1.43778, 133.288, 33.9013
0.64, -0.12, 0.64, 34.97, 95.04, -71.7, 0.913017, 124.082, 1.434, 140.13, 50.2082
0.06, -0.03, 1.46, 82.72, 81.44, 7.21, 1.46154, 116.306, 1.44455, 142.97, 62.6129
-0.38, 0.08, 1.71, -49.51, 76.96, 33.07, 1.75354, 97.3021, 1.505, 144.351, 44.7651
0.12, 0.19, 0.82, -44.31, 0.06, 32.95, 0.850235, 55.2185, 1.47615, 139.195, 34.9152
-0.08, -0, 0.48, -85.68, 80.28, -24.89, 0.486621, 120.023, 1.41071, 142.884, 61.3146
-0.65, -0.16, 0.8, -21.53, 81.99, 8.98, 1.04312, 85.244, 1.424, 140.859, 36.8699
-0.35, -0.31, 0.52, 73.82, -87.22, -30.38, 0.699285, 118.236, 1.40875, 144.019, 58.6677
-0.14, 0.03, 1, 43.53, -250, -74.25, 1.0102, 264.401, 1.39471, 157.181, 0
0.3, 0.43, 0.9, -4.63, -57.34, -31.88, 1.04159, 65.7697, 1.40778, 153.663, 25.8419
0.57, 0.15, 0.66, -50.14, -28.75, 37.8, 0.884873, 69.061, 1.40632, 151.717, 48.7001
0.85, -0.11, 0.57, -4.91, 54.49, -75.45, 1.02932, 93.1986, 1.4125, 150.873, 55.2498
0.1, -0.17, 1.34, 103.29, 157.71, -17.36, 1.35444, 189.322, 1.4219, 156.944, 70.1231
-0.28, -0.03, 1.53, -37.61, 83.44, 62.64, 1.5557, 110.908, 1.44091, 158.16, 57.9945
0.13, 0.14, 0.85, -30.56, 6.33, 37, 0.871206, 48.4044, 1.42696, 154.496, 31.7883
-0.1, -0, 0.48, -80.87, 60.91, -21.72, 0.490306, 103.546, 1.39167, 154.871, 61.3146
-0.44, -0.21, 0.85, 4.63, 56.14, -4.88, 0.979898, 56.5416, 1.396, 151.302, 31.7883
-0.22, -0.39, 1.09, 142.16, -80.35, -34.3, 1.17839, 166.859, 1.40769, 155.36, 84.8364
0.19, -0.02, 1.89, -10.57, -126.18, -87.91, 1.89963, 154.147, 1.43333, 157.927, 27.1268
0.1, 0.38, 0.63, -28.41, -41.92, -32.36, 0.742496, 60.0965, 1.42179, 155.954, 50.9499
0.85, -0.06, 0.62, 9.61, 45.97, -57.98, 1.0538, 74.6142, 1.42552, 154.492, 51.6839
0.23, -0.17, 1.27, 96.08, 175.78, -7.55, 1.30181, 200.467, 1.43367, 158.656, 74.3357
-0.48, 0.09, 1.64, -64.06, 123.92, 38.28, 1.71117, 144.655, 1.461, 159.957, 50.2082
0.04, 0.12, 0.83, -54.23, 22.03, 38.01, 0.839583, 69.7924, 1.43633, 159.394, 33.9013
-0.22, -0.03, 0.58, -79.82, 82.86, -52.71, 0.621048, 126.552, 1.42533, 165.02, 54.5495
-0.49, -0.26, 0.8, 7.33, 30.35, -21.04, 0.973499, 37.6501, 1.435, 161.894, 36.8699
-0.25, -0.6, 0.97, 149.94, -100.83, -44.27, 1.16765, 186.034, 1.443, 170.645, 14.0699
0.07, 0.19, 1.39, -19.18, -154.95, -40.14, 1.40467, 161.21, 1.453, 168.729, 67.0455
0.19, 0.56, 0.6, 15.79, -90.1, -12.81, 0.842437, 92.3657, 1.44567, 163.946, 53.1301
0.74, 0.16, 0.54, -58.43, -19.39, 27.16, 0.929946, 67.2882, 1.44733, 166.173, 57.3164
0.71, -0.18, 0.59, 52.06, 139.6, -54.2, 0.940532, 158.544, 1.44633, 171.786, 53.843
-0.21, -0.17, 1.13, -2.53, 187.23, 27.8, 1.16185, 189.3, 1.45, 172.315, 82.5304
-0.21, 0.26, 0.97, -55.06, 21.42, 77.32, 1.02596, 97.3078, 1.44633, 171.729, 14.0699
0.01, -0.09, 0.5, -66.95, 47.74, -20.41, 0.508134, 84.7229, 1.394, 170.914, 60
-0.46, -0.18, 0.98, -38.18, 54.94, -39.73, 1.09745, 77.8112, 1.41033, 172.765, 11.4783
-0.32, -0.36, 0.74, 97.82, -44.73, -6.02, 0.88295, 107.73, 1.439, 171.356, 42.2686
-0.1, -0.1, 1.36, -12.08, -87.39, -37.57, 1.36733, 95.8877, 1.43733, 172.174, 68.8998
0.06, 0.4, 1.08, 12.88, -102.49, -29.67, 1.15326, 107.473, 1.44933, 170.628, 85.4114
0.06, 0.39, 0.74, -50.75, -25.75, 16.62, 0.83863, 59.2862, 1.45, 161.473, 42.2686
0.48, 0.02, 0.66, -57.2, -37.1, 0.77, 0.816333, 68.1824, 1.43433, 161.513, 48.7001
0.73, -0.21, 0.58, 83.47, 39.38, -64.05, 0.95572, 112.341, 1.439, 163.854, 54.5495
-0.14, -0.11, 1.15, 12.65, 171.7, 8.81, 1.1637, 172.391, 1.43467, 165.797, 81.3731
-0.2, 0.21, 1.28, -18, -25.83, 50.65, 1.31244, 59.6373, 1.43733, 159.668, 73.7398
0.07, 0, 0.82, -37.59, 2.5, -0.08, 0.822982, 37.6731, 1.40567, 154.884, 34.9152
-0.07, -0.07, 0.46, -57.7, 72.55, -40.18, 0.470532, 101.031, 1.38833, 158.102, 62.6129
-0.38, -0.19, 0.83, 21.37, 18.39, -52.81, 0.932416, 59.8646, 1.41567, 155.738, 33.9013
-0.44, -0.4, 1.66, 157.01, -158.5, -54.08, 1.76329, 229.563, 1.449, 165.869, 48.7001
0.13, 0.27, 1.09, -54.5, -34.36, -26.82, 1.13044, 69.7866, 1.442, 161.165, 84.8364
0.49, 0.08, 0.85, -47.81, -65.33, -19.62, 0.984378, 83.2992, 1.41933, 158.101, 31.7883
0.78, -0.06, 0.45, -57.33, 27.24, -69.68, 0.902497, 94.2552, 1.42533, 159.82, 63.2563
0.35, -0.16, 0.75, 10.06, 124.25, -37.25, 0.842971, 130.103, 1.41633, 161.753, 41.4096
0.13, -0.27, 1.25, 73.03, 5.32, -2.91, 1.28542, 73.2813, 1.41567, 155.148, 75.5225
0.01, -0.04, 1.06, -33.36, 91.26, 0.03, 1.0608, 97.1662, 1.379, 151.761, 86.5602
-0.26, -0.04, 1.31, 12.08, 53.01, -33.24, 1.33615, 63.7251, 1.39967, 151.23, 71.9408
-0.44, -0.09, 0.84, -38.52, 47.41, 7.95, 0.952523, 61.6011, 1.41767, 147.18, 32.8599
-0.26, -0.19, 1.01, -31.62, -27.28, -1.37, 1.06009, 41.784, 1.41467, 147.231, 89.427
