@relation exp_4th_01

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
-0.19, 0.46, 0.9, 3.5, 12.03, -7.06, 1.02845, 14.381, 1.55, 22.59, 25.8419
-0.24, 0.44, 0.82, 9.51, 13.39, -11.83, 0.961041, 20.2406, 1.525, 28.66, 34.9152
-0.27, 0.42, 0.8, 10.43, -1.92, -1.72, 0.943027, 10.7438, 1.51333, 23.7967, 36.8699
-0.25, 0.46, 0.82, 6.09, -11.19, -3.38, 0.972882, 13.1806, 1.5175, 23.0125, 34.9152
-0.21, 0.46, 0.87, 1.17, -1.84, 3.4, 1.00628, 4.03912, 1.522, 19.692, 29.5414
-0.25, 0.46, 0.86, 4.05, -2.09, 0.76, 1.00683, 4.62041, 1.53, 17.56, 30.6834
-0.23, 0.47, 0.81, -4.49, -18.2, -3.38, 0.964313, 19.048, 1.52714, 18.7757, 35.9041
-0.2, 0.44, 0.81, -3.15, -12.99, 0.61, 0.943239, 13.3804, 1.5175, 18.5225, 35.9041
-0.17, 0.44, 0.83, -2.46, -8.13, -1.63, 0.954673, 8.64901, 1.50889, 17.8222, 33.9013
-0.2, 0.45, 0.85, -2.01, 5.77, -3.77, 0.982344, 7.17955, 1.508, 17.195, 31.7883
-0.18, 0.43, 0.81, 0.58, -2.28, -6.18, 0.934559, 6.61265, 1.5, 16.4536, 35.9041
-0.19, 0.43, 0.84, 1.43, -6.62, -3.7, 0.962601, 7.71747, 1.49667, 16.0617, 32.8599
-0.19, 0.43, 0.83, 5.81, 7.91, -3.32, 0.953887, 10.3608, 1.49308, 16.1369, 33.9013
-0.19, 0.44, 0.81, 4.04, 9, -1.01, 0.941169, 9.91674, 1.48929, 15.9879, 35.9041
-0.21, 0.45, 0.82, 1.49, 8.38, 2.01, 0.958645, 8.74555, 1.48867, 15.714, 34.9152
-0.22, 0.45, 0.86, -0.23, 6.02, 0.02, 0.995239, 6.02443, 1.49125, 15.1237, 30.6834
-0.2, 0.44, 0.84, 1.28, -3.02, -3.14, 0.969123, 4.54075, 1.49059, 14.6718, 32.8599
-0.2, 0.45, 0.82, 0.08, 2.84, -0.92, 0.956504, 2.98637, 1.48944, 14.07, 34.9152
-0.21, 0.44, 0.85, -2.36, 5.23, -1.14, 0.979898, 5.84997, 1.49, 13.7889, 31.7883
-0.22, 0.43, 0.84, 0.16, -4.2, 2.34, 0.968969, 4.81053, 1.49, 13.4345, 32.8599
-0.19, 0.46, 0.79, 1.05, 7.22, 1.55, 0.933702, 7.45878, 1.48762, 13.2624, 37.8145
-0.2, 0.45, 0.8, -0.34, 6.17, 2.62, 0.939415, 6.71185, 1.48591, 13.0745, 36.8699
-0.24, 0.44, 0.82, 2.06, 3.58, 4.09, 0.961041, 5.81275, 1.48652, 12.9291, 34.9152
-0.23, 0.46, 0.81, -0.07, 0.19, 5.95, 0.959479, 5.95344, 1.48708, 12.6492, 35.9041
-0.17, 0.45, 0.82, -5.56, -4.88, 3.62, 0.950684, 8.23604, 1.4852, 12.7056, 34.9152
-0.19, 0.44, 0.86, -5.74, 8.9, 0.31, 0.98453, 10.595, 1.48538, 12.7919, 30.6834
-0.26, 0.44, 0.85, -4.54, 6.51, 2.89, 0.991817, 8.44653, 1.48778, 12.8344, 31.7883
-0.24, 0.44, 0.84, -4.59, -11.05, 3.97, 0.978162, 12.6068, 1.48893, 13.0764, 32.8599
-0.18, 0.46, 0.82, -5.91, -8.91, 12.88, 0.957288, 16.7395, 1.48793, 13.5807, 34.9152
-0.22, 0.44, 0.86, -5.78, 10.93, 22.2, 0.990757, 25.4109, 1.489, 14.425, 30.6834
-0.23, 0.43, 0.85, -10.14, 3.63, 15.14, 0.979949, 18.58, 1.48767, 14.6357, 31.7883
-0.21, 0.41, 0.88, -8.59, -1.52, 10.44, 0.993277, 13.6049, 1.48767, 14.163, 28.3576
-0.15, 0.4, 0.85, -4.03, -1.85, 4.28, 0.951315, 6.16294, 1.48467, 14.0327, 31.7883
-0.22, 0.39, 0.87, -0.02, -6.36, -5.62, 0.978468, 8.48731, 1.483, 13.744, 29.5414
-0.16, 0.47, 0.82, -4.09, -10.61, 4.88, 0.958593, 12.3739, 1.48, 14.183, 34.9152
-0.19, 0.42, 0.89, 1.82, 3.79, 5.3, 1.0023, 6.76509, 1.47767, 14.3167, 27.1268
-0.19, 0.4, 0.86, -1.4, 2.75, 4.96, 0.967316, 5.84158, 1.47567, 13.7513, 30.6834
-0.17, 0.4, 0.83, -0.38, -3.22, 1.21, 0.93691, 3.46077, 1.474, 13.3533, 33.9013
-0.2, 0.4, 0.83, 2.14, -2.56, -0.72, 0.942815, 3.41344, 1.47367, 13.1267, 33.9013
-0.18, 0.41, 0.88, 8.25, -24.2, 1.72, 0.98737, 25.6254, 1.47267, 13.8807, 28.3576
-0.14, 0.4, 0.83, 12.85, -9.83, -1.08, 0.931933, 16.2147, 1.471, 14.3713, 33.9013
-0.19, 0.44, 0.81, 4.04, 9, -1.01, 0.941169, 9.91674, 1.47033, 14.448, 35.9041
-0.21, 0.45, 0.82, 1.49, 8.38, 2.01, 0.958645, 8.74555, 1.47133, 14.276, 34.9152
-0.22, 0.45, 0.86, -0.23, 6.02, 0.02, 0.995239, 6.02443, 1.47433, 14.0167, 30.6834
-0.2, 0.44, 0.84, 1.28, -3.02, -3.14, 0.969123, 4.54075, 1.47433, 13.8687, 32.8599
-0.2, 0.45, 0.82, 0.08, 2.84, -0.92, 0.956504, 2.98637, 1.47233, 13.7877, 34.9152
-0.21, 0.44, 0.85, -2.36, 5.23, -1.14, 0.979898, 5.84997, 1.473, 13.8307, 31.7883
-0.22, 0.43, 0.84, 0.16, -4.2, 2.34, 0.968969, 4.81053, 1.47367, 13.926, 32.8599
-0.19, 0.46, 0.79, 1.05, 7.22, 1.55, 0.933702, 7.45878, 1.47167, 13.9623, 37.8145
-0.2, 0.45, 0.8, -0.34, 6.17, 2.62, 0.939415, 6.71185, 1.47033, 14.0433, 36.8699
-0.24, 0.44, 0.82, 2.06, 3.58, 4.09, 0.961041, 5.81275, 1.47233, 14.0403, 34.9152
-0.23, 0.46, 0.81, -0.07, 0.19, 5.95, 0.959479, 5.95344, 1.474, 13.943, 35.9041
-0.17, 0.45, 0.82, -5.56, -4.88, 3.62, 0.950684, 8.23604, 1.472, 14.0873, 34.9152
-0.19, 0.44, 0.86, -5.74, 8.9, 0.31, 0.98453, 10.595, 1.47167, 14.3787, 30.6834
-0.26, 0.44, 0.85, -4.54, 6.51, 2.89, 0.991817, 8.44653, 1.47533, 14.3747, 31.7883
-0.24, 0.44, 0.84, -4.59, -11.05, 3.97, 0.978162, 12.6068, 1.47633, 14.53, 32.8599
-0.18, 0.46, 0.82, -5.91, -8.91, 12.88, 0.957288, 16.7395, 1.47333, 14.9887, 34.9152
-0.17, 0.55, 0.82, -7.04, -20.29, 12.14, 1.0019, 24.6703, 1.474, 15.6507, 34.9152
-0.13, 0.46, 0.85, -5.13, -14.17, 18.58, 0.975192, 23.9233, 1.47333, 15.99, 31.7883
-0.08, 0.4, 0.79, -5.36, -12.6, 15.85, 0.889101, 20.9455, 1.465, 15.82, 37.8145
-0.14, 0.4, 0.91, -3.52, -25.76, 12.31, 1.00384, 28.7664, 1.463, 16.2427, 24.4946
-0.05, 0.4, 0.91, 4.99, -51.72, 6.63, 0.995289, 52.3814, 1.45833, 17.669, 24.4946
0.05, 0.41, 0.82, 15.02, -38.06, -3.5, 0.91815, 41.066, 1.45433, 19.2163, 34.9152
-0.01, 0.46, 0.86, 7.06, -11.47, -3.9, 0.975346, 14.0219, 1.44933, 19.564, 30.6834
-0.02, 0.46, 0.88, 5.48, -22.73, -6.2, 0.993177, 24.1893, 1.44633, 20.0583, 28.3576
0.05, 0.45, 0.84, 7.45, -15.66, -9.06, 0.954254, 19.5658, 1.441, 20.767, 32.8599
0.02, 0.49, 0.86, 6.71, -5.74, -4.39, 0.99, 9.86123, 1.43833, 21.0247, 30.6834
0, 0.47, 0.87, 5.65, -14.59, -4.17, 0.988838, 16.192, 1.43633, 21.678, 29.5414
0.04, 0.47, 0.85, 7.48, -13.74, -3.43, 0.972111, 16.0157, 1.434, 22.319, 31.7883
-0.19, 0.44, 0.81, 4.04, 9, -1.01, 0.941169, 9.91674, 1.433, 21.6483, 35.9041
-0.21, 0.45, 0.82, 1.49, 8.38, 2.01, 0.958645, 8.74555, 1.43667, 21.2523, 34.9152
-0.22, 0.45, 0.86, -0.23, 6.02, 0.02, 0.995239, 6.02443, 1.43967, 20.993, 30.6834
-0.2, 0.44, 0.84, 1.28, -3.02, -3.14, 0.969123, 4.54075, 1.43967, 20.845, 32.8599
-0.2, 0.45, 0.82, 0.08, 2.84, -0.92, 0.956504, 2.98637, 1.43767, 20.764, 34.9152
-0.21, 0.44, 0.85, -2.36, 5.23, -1.14, 0.979898, 5.84997, 1.43833, 20.807, 31.7883
-0.22, 0.43, 0.84, 0.16, -4.2, 2.34, 0.968969, 4.81053, 1.439, 20.9023, 32.8599
-0.19, 0.46, 0.79, 1.05, 7.22, 1.55, 0.933702, 7.45878, 1.437, 20.9387, 37.8145
-0.2, 0.45, 0.8, -0.34, 6.17, 2.62, 0.939415, 6.71185, 1.43567, 21.0197, 36.8699
-0.24, 0.44, 0.82, 2.06, 3.58, 4.09, 0.961041, 5.81275, 1.43767, 21.0167, 34.9152
