@relation exp_4th_02

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.28, -0.29, 0.88, 7.42, -4.78, -0.02, 0.967936, 8.82639, 1.45, 12.22, 28.3576
0.3, -0.25, 0.94, 11.12, -1.05, -4.14, 1.01789, 11.912, 1.47, 14.265, 19.9484
0.23, -0.17, 0.86, -17.52, 10.22, 10.06, 0.906311, 22.6407, 1.4, 22.11, 30.6834
0.22, -0.25, 0.86, -10.7, -5.07, 4.47, 0.922226, 12.6561, 1.3825, 21.6425, 30.6834
0.28, -0.28, 0.93, 3.35, -8.51, -6.66, 1.01079, 11.3136, 1.404, 21.018, 21.5652
0.34, -0.31, 0.96, 5.97, 7.86, -7.13, 1.06457, 12.1761, 1.43833, 21.0083, 16.2602
0.21, -0.17, 0.81, -8.16, 18.62, 8.61, 0.853874, 22.0776, 1.40286, 23.0629, 35.9041
0.21, -0.23, 0.9, -13.69, -14.32, 0.82, 0.952365, 19.828, 1.395, 23.7837, 25.8419
0.27, -0.33, 0.93, -3.69, -13.38, -1.11, 1.02308, 13.9238, 1.41, 23.1611, 21.5652
0.23, -0.25, 0.93, -8.1, -1.97, 16.23, 0.990101, 18.2457, 1.41, 23.475, 21.5652
0.27, -0.2, 0.76, 9.51, 3.4, 9.94, 0.830963, 14.1705, 1.39364, 23.4182, 40.5358
0.36, -0.32, 1.02, 8.36, -9.53, -0.85, 1.12801, 12.7056, 1.41917, 23.0283, 88.854
0.22, -0.15, 0.79, -13.85, 11.48, 10.7, 0.833667, 20.9309, 1.39923, 24.0285, 37.8145
0.26, -0.36, 0.9, 19.08, -12.21, -9.37, 1.00359, 24.5138, 1.40786, 25.2164, 25.8419
0.38, -0.32, 0.95, 9.54, -9.74, -4.65, 1.07205, 14.4049, 1.424, 25.1307, 18.1949
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.41125, 25.2194, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.42059, 25.9594, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.42722, 25.8739, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.42579, 26.0368, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.4235, 25.9145, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.42, 25.439, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.42227, 24.985, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.41696, 25.0448, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.42333, 24.2717, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.4192, 24.5376, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.41846, 23.9988, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.41741, 23.4411, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.41357, 23.5979, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.4231, 23.329, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.421, 23.2083, 29.5414
0.23, -0.25, 0.82, 22.96, 10.89, -0.93, 0.887581, 25.4287, 1.416, 23.9603, 34.9152
0.28, -0.32, 1.01, 3.02, 2.45, -4.75, 1.09586, 6.13884, 1.42, 23.7573, 89.427
0.25, -0.18, 0.8, 18.28, 10.46, -1.79, 0.857263, 21.137, 1.419, 23.515, 36.8699
0.26, -0.34, 1.06, -6.42, -1.02, -4.36, 1.14315, 7.82729, 1.43, 23.2337, 86.5602
0.22, -0.2, 0.84, -4.36, -13.36, -3.19, 0.891067, 14.4109, 1.42233, 23.3133, 32.8599
0.27, -0.19, 0.81, 11.72, -4.1, -10.54, 0.8747, 16.2868, 1.411, 23.4933, 35.9041
0.31, -0.28, 0.95, -2.07, 9.8, -7.12, 1.03779, 12.289, 1.42267, 22.9467, 18.1949
0.22, -0.18, 0.68, -10.75, 18.68, 2.92, 0.737021, 21.7493, 1.414, 23.064, 47.1564
0.27, -0.31, 0.95, 9.03, 1.78, -17.36, 1.03513, 19.6489, 1.414, 23.397, 18.1949
0.25, -0.25, 0.88, 7.92, 2.02, -5.96, 0.948367, 10.1158, 1.413, 23.0503, 28.3576
0.25, -0.13, 0.84, -6.65, 17.18, 1.89, 0.886002, 18.5188, 1.41267, 23.146, 32.8599
0.2, -0.24, 0.85, -9.58, 14.4, -3.13, 0.905594, 17.5765, 1.399, 23.425, 31.7883
0.19, -0.36, 0.95, 10.46, 17.97, -0.77, 1.03354, 20.8069, 1.41033, 23.1973, 18.1949
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.40033, 22.727, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.39767, 23.1893, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.40833, 23.1183, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.40267, 22.824, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.39733, 22.7963, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.39567, 22.3617, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.39867, 22.0903, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.397, 22.438, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.40033, 22.1393, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.401, 22.2913, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.39533, 22.426, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.39767, 21.6933, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.39467, 22.27, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.40467, 22.4987, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.40633, 22.228, 29.5414
0.11, -0.38, 0.92, 46.58, -12.62, -7.56, 1.00145, 48.8479, 1.397, 23.9267, 23.0739
0.32, -0.07, 1.02, -24.16, -71.95, 2.86, 1.07131, 75.9519, 1.39867, 26.5687, 88.854
0.48, 0, 0.92, -0.59, -65.69, -4.35, 1.03769, 65.8365, 1.402, 27.7637, 23.0739
0.48, -0.11, 0.95, -11.09, -28.05, 20.39, 1.07005, 36.408, 1.39967, 29.4073, 18.1949
0.49, -0.09, 0.69, -51.38, 5.51, 34.39, 0.851058, 62.072, 1.401, 31.4323, 46.3699
0.63, -0.14, 0.62, -44.74, 64.33, 16.59, 0.89493, 80.0952, 1.392, 35.2277, 51.6839
0.22, -0.3, 0.88, -30.95, 160.6, 16.42, 0.955406, 164.377, 1.39667, 41.463, 28.3576
-0.13, -0.53, 0.89, -11.84, 109.09, 8.76, 1.04398, 110.08, 1.406, 44.9073, 27.1268
-0.12, -0.33, 0.9, -1.98, -14.85, -20.18, 0.966075, 25.1332, 1.39967, 45.508, 25.8419
0.07, -0.31, 0.93, 11.31, -23.41, -4.27, 0.982802, 26.3472, 1.40733, 45.7293, 21.5652
0.1, -0.38, 1.01, 2.82, 11.35, 3.21, 1.08374, 12.1276, 1.406, 45.3697, 89.427
0.19, -0.36, 0.95, 10.46, 17.97, -0.77, 1.03354, 20.8069, 1.41, 45.813, 18.1949
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.41, 45.8407, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.41933, 46.197, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.42067, 46.0377, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.42667, 46.1183, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.42033, 45.6447, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.414, 45.3617, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.41633, 44.911, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.41367, 45.0033, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.421, 44.6887, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.416, 45.2043, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.41933, 44.6767, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.41333, 44.7583, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.413, 44.6553, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.42267, 44.831, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.42167, 45.19, 29.5414
0.25, -0.32, 0.87, 3.24, -16.79, -19.35, 0.960104, 25.8229, 1.426, 45.575, 29.5414
0.2, -0.33, 0.81, -7.52, 15.27, -21.76, 0.897218, 27.6265, 1.41433, 46.5333, 35.9041
0.11, -0.34, 0.95, -11.12, 3.46, -17.94, 1.01499, 21.3885, 1.41567, 46.9603, 18.1949
0.24, -0.28, 0.92, -28.47, -24.63, -27.66, 0.991161, 46.7146, 1.41667, 47.427, 23.0739
0.29, -0.43, 0.94, -25.76, 0.35, -34.77, 1.07359, 43.2742, 1.425, 46.1573, 19.9484
0.22, -0.4, 0.8, -4.04, 24.8, -20.9, 0.921086, 32.6829, 1.42567, 45.461, 36.8699
0.15, -0.26, 0.86, -3.2, 9.44, -23.7, 0.910879, 25.7108, 1.41667, 44.688, 30.6834
0.24, -0.36, 0.87, 13.24, 22.58, -18.27, 0.971648, 31.9209, 1.42333, 43.4483, 29.5414
0.12, -0.32, 0.88, 26.33, 17.78, -19.68, 0.944034, 37.3724, 1.421, 41.386, 28.3576
0.13, -0.33, 0.94, 39.41, 3.5, -13.4, 1.00469, 41.7727, 1.421, 36.3307, 19.9484
0.19, -0.23, 0.85, 37.77, -1.59, -11.86, 0.900833, 39.6202, 1.41167, 33.715, 31.7883
0.19, -0.18, 0.86, 18.95, -6.86, -11.75, 0.898944, 23.3286, 1.40767, 33.7333, 30.6834
0.19, -0.36, 0.95, 10.46, 17.97, -0.77, 1.03354, 20.8069, 1.414, 33.407, 18.1949
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.405, 33.7127, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.40733, 33.9993, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.418, 33.9283, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.41233, 33.634, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.407, 33.6063, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.40533, 33.1717, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.40833, 32.9003, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.40667, 33.248, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.41, 32.9493, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.41067, 33.1013, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.405, 33.236, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.40733, 32.5033, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.40433, 33.08, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.41433, 33.3087, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.416, 33.038, 29.5414
0.24, -0.18, 0.93, -0.16, -21.78, -20.99, 0.97719, 30.2485, 1.40467, 33.9423, 21.5652
0.29, -0.25, 0.94, 4.48, -1.14, -21.97, 1.01499, 22.4511, 1.40867, 34.205, 19.9484
0.23, -0.26, 0.95, 20.53, 7.61, -10.2, 1.01143, 24.1544, 1.40867, 34.1703, 18.1949
0.18, -0.22, 0.86, 22.93, 9.82, 0.92, 0.905759, 24.9612, 1.406, 33.8077, 30.6834
0.23, -0.2, 0.88, 27.05, 5.13, -2.76, 0.931289, 27.6701, 1.403, 33.8883, 28.3576
0.24, -0.14, 0.93, 28.61, -0.3, -15.7, 0.970618, 32.6361, 1.39867, 32.6833, 21.5652
0.24, -0.14, 0.95, 34.74, 8.16, -7.95, 0.989798, 36.5603, 1.38767, 32.349, 18.1949
0.23, -0.09, 0.93, 25.87, 8.51, -6.19, 0.962237, 27.9284, 1.382, 32.0433, 21.5652
0.21, -0.1, 0.95, 18.9, 14.41, -5.34, 0.978059, 24.3593, 1.38167, 32.1203, 18.1949
0.21, -0.06, 0.95, 14.14, 10.5, -8.5, 0.974782, 19.5561, 1.37333, 31.422, 18.1949
0.19, -0.06, 0.98, 6.74, 11.36, -4.78, 1.00005, 14.0473, 1.37033, 30.0583, 11.4783
0.19, -0.36, 0.95, 10.46, 17.97, -0.77, 1.03354, 20.8069, 1.37367, 29.1547, 18.1949
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.372, 28.3323, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.38333, 28.3403, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.38467, 28.181, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.39067, 28.2617, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.38433, 27.788, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.378, 27.505, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.38033, 27.0543, 14.0699
