-70,-359,4
36,-234,25
216,-353,31
-19,-263,26
72,-214,-34
322,-158,-80
-9,-263,-76
17,-378,19
61,-201,71
-3,-186,45
19,-257,-14
35,-260,11
157,-389,141
33,-230,22
101,-207,-74
113,-397,12
150,-164,10
109,-197,35
137,-193,35
105,-206,-4
107,-260,114
155,-222,-53
160,-296,-36
182,-203,-4
44,-289,-88
66,-207,-84
70,-206,-53
174,-257,-90
113,-187,-109
20,-237,-46
70,-300,-90
71,-330,-84
52,-213,-135
112,-196,-94
9,-220,-28
74,-308,-159
53,-432,-24
97,-211,-110
190,-42,-78
105,-194,-87
62,-215,116
265,-141,-70
145,-34,-106
164,-277,4
31,-237,-40
-4,-309,-150
3,-300,9
-153,-210,-104
82,-212,-63
2,-372,-29
38,-148,-50
60,-254,-111
78,-291,-1
0,-371,-39
-19,-234,-102
125,-196,-67
68,-174,-61
63,-336,4
29,-200,-109
62,-146,-48
46,-305,-67
17,-357,-96
-36,-234,-25
42,-223,-44
109,-191,-68
-50,-393,-53
-38,-278,-127
22,-175,-30
70,-199,-46
-29,-303,-50
-61,-221,-61
23,-228,-49
23,-206,-52
-92,-407,-61
-104,-281,-96
-26,-264,-51
-37,-194,-60
-43,-204,-43
-107,-269,-77
-53,-206,-56
-153,-272,-76
-91,-242,-19
-105,-199,-70
-77,-235,-43
-72,-280,-69
-114,-172,-95
31,-291,-118
-50,-172,-154
-92,-236,-134
-75,-234,-93
5,-233,-41
-138,-361,1
9,-272,-55
57,-265,-69
-51,-207,-20
74,-181,-10
-5,-234,-105
-24,-384,-76
-45,-230,-22
99,-188,-26
114,-249,-7
90,-345,0
141,-396,46
20,-199,-45
120,-135,51
152,-243,53
166,-289,-10
74,-328,1
0,-254,27
185,-292,59
61,-255,18
127,-164,108
189,-86,-38
145,-176,-114
221,-228,101
169,-282,43
118,-193,-66
225,-247,17
154,-214,11
114,-167,-2
178,-167,22
164,-229,-3
126,-192,-13
228,-212,32
159,-232,14
157,-135,-40
180,-205,-68
101,-286,-84
103,-218,-57
139,-210,-19
82,-161,-20
111,-194,-29
56,-303,-104
-14,-327,-142
-140,-338,-3
-61,-385,-100
-4,-153,-43
-78,-174,2
43,-288,-37
-15,-230,-61
-80,-285,-91
-181,-242,8
-25,-223,-68
-94,-149,-67
-380,-188,-98
-69,-141,-73
-170,-196,-18
-159,-215,-75
-155,-91,-20
-266,-90,-54
-193,-170,13
