182,-176,-17
181,-180,-13
194,-190,-17
185,-181,-22
192,-190,-13
189,-183,-14
197,-184,-20
180,-186,-22
189,-193,-24
186,-180,-21
193,-190,-19
192,-182,-9
184,-188,0
173,-172,-19
166,-218,-25
154,-219,-19
154,-204,-14
161,-212,-16
162,-209,-7
154,-205,-18
156,-216,3
136,-207,-22
160,-202,-21
137,-251,-11
149,-221,-16
132,-222,-11
123,-232,-22
128,-219,4
147,-232,-16
144,-239,-29
160,-200,-8
166,-207,-12
173,-192,-12
183,-195,-18
167,-197,-14
178,-197,-23
159,-198,-15
167,-185,-17
183,-198,-10
180,-193,-16
169,-209,-22
189,-188,-15
176,-192,-17
174,-200,-7
176,-187,-12
173,-204,-13
172,-176,-21
190,-207,-20
185,-199,-21
184,-199,-19
184,-190,-17
170,-179,-29
179,-204,-9
182,-197,-24
184,-188,-17
174,-194,-24
185,-191,-18
187,-185,-27
174,-182,-22
198,-196,-10
187,-189,-8
186,-188,-10
188,-191,-22
184,-176,-16
197,-198,-12
183,-172,-22
194,-186,-12
190,-190,-16
186,-183,-10
189,-186,-7
176,-183,-11
194,-214,-11
183,-187,-16
178,-194,-24
180,-202,-20
173,-199,-22
170,-196,-3
160,-182,-13
176,-195,-17
173,-235,-22
158,-217,-15
157,-202,-31
151,-122,-12
74,-212,-34
22,-297,15
27,-262,-38
-83,-215,-61
-129,-232,-41
-93,-324,-9
-115,-246,-47
-94,-271,-16
-58,-239,-11
-33,-221,-44
-32,-270,-61
0,-284,-30
4,-203,-31
8,-300,-65
-18,-219,-35
-1,-324,-60
-19,-252,-83
-55,-179,-34
42,-236,-56
49,-372,-80
-6,-293,9
-37,-213,-53
85,-210,-26
-1,-371,-44
-38,-316,-32
12,-167,-45
91,-213,-14
64,-251,-54
29,-260,-53
-50,-313,4
61,-259,-32
-11,-246,-49
-72,-246,-23
5,-192,-23
19,-224,-21
43,-284,23
-107,-294,26
-40,-268,-58
115,-238,-65
-48,-331,34
-97,-254,-80
24,-190,-4
53,-227,-31
-17,-298,-102
-108,-265,16
-29,-259,-29
34,-217,-39
-100,-351,-5
-128,-332,-71
-1,-158,-12
7,-176,-59
48,-281,-26
-160,-275,7
-87,-225,-4
-32,-201,-24
-126,-237,-28
-195,-252,-54
-86,-175,-40
-96,-143,-6
-133,-146,-40
-180,-228,-60
-225,-237,-34
-106,-100,7
-279,-216,-22
-142,-173,-21
-337,-101,6
-212,-135,-72
-179,-184,-35
-155,-194,-24
-179,-216,-8
-149,-233,-9
-111,-279,-11
-59,-252,27
-100,-195,-4
-110,-247,42
63,-217,-33
-36,-246,-12
36,-251,-59
61,-271,-185
43,0,-91
33,-6,-147
