-179,-175,-85
-219,-116,-106
-212,-125,-84
-201,-125,-78
-139,-140,-118
-225,-138,-59
-212,-142,-20
-214,-100,-23
-235,-116,-21
-219,-102,-21
-210,-88,12
-250,-106,81
-263,-47,0
-221,-73,-38
-234,-70,7
-250,-72,-7
-251,-58,-17
-234,-58,-15
-232,-56,-7
-214,-35,-30
-275,-67,-26
-248,-78,-24
-226,-92,8
-249,-14,-33
-250,-34,-15
-240,-58,-19
-259,-48,-27
-261,-87,-9
-244,-80,2
-225,-40,23
-215,-69,31
-241,-36,-2
-214,-49,0
-233,-28,10
-234,-46,8
-243,-52,18
-244,-49,3
-243,-67,-1
-238,-78,-6
-239,-82,-17
-242,-83,-12
-238,-74,-17
-249,-81,-11
-233,-69,0
-230,-79,-11
-237,-89,-18
-233,-71,-9
-232,-87,0
-229,-87,-24
-226,-72,-14
-240,-78,-11
-240,-74,-20
-233,-83,-25
-236,-69,-19
-239,-71,3
-235,-80,-13
-239,-66,-20
-233,-79,-27
-238,-68,-20
-233,-73,-27
-232,-78,-22
-222,-70,-24
-243,-87,-32
-242,-67,-39
-235,-74,-21
-238,-69,-34
-230,-76,-22
-244,-43,-22
-251,-47,-18
-239,-72,-20
-236,-49,-30
-236,-58,-23
-240,-63,-20
-243,-55,-35
-236,-63,-30
-235,-66,-26
-236,-58,-31
-231,-69,-15
-236,-68,-30
-240,-67,-28
-240,-70,-37
-233,-61,-29
-234,-70,-40
-226,-68,-31
-235,-67,-33
-230,-66,-23
-231,-74,-32
-234,-73,-44
-235,-61,-35
-231,-76,-42
-238,-74,-39
-232,-62,-34
-230,-72,-21
-240,-79,-32
-222,-76,-26
-239,-74,-39
-230,-76,-31
-234,-89,-27
-231,-94,-20
-233,-88,-18
-230,-94,-29
-235,-95,-15
-233,-91,-31
-228,-83,-24
-228,-100,-23
-221,-98,-33
-225,-105,-17
-232,-101,-23
-232,-105,-23
-236,-95,-29
-228,-103,-25
-230,-88,-29
-223,-89,-29
-231,-104,-23
-233,-108,-31
-225,-102,-24
-219,-92,-23
-226,-96,-13
-221,-100,-22
-226,-107,-12
-225,-121,-24
-227,-102,-27
-223,-98,-26
-222,-111,-21
-218,-119,-36
-223,-115,-27
-228,-113,-22
-217,-99,-23
-228,-103,-43
-229,-93,-32
-224,-98,-37
-231,-99,-37
-224,-97,-35
-228,-98,-26
-228,-84,-35
-233,-105,-31
-226,-90,-34
-227,-102,-39
-228,-94,-39
-227,-97,-33
-223,-95,-33
-225,-92,-34
-235,-90,-40
-231,-89,-42
-230,-86,-39
-230,-82,-36
-224,-90,-47
-223,-98,-47
-224,-87,-48
-225,-78,-33
-228,-88,-43
-226,-92,-47
-217,-91,-43
-233,-89,-41
-232,-95,-41
-225,-100,-31
-222,-95,-36
-233,-100,-40
-230,-97,-42
-230,-97,-27
-230,-93,-30
-227,-94,-43
-217,-100,-32
-228,-116,-32
-221,-101,-26
-224,-100,-32
-220,-102,-26
-228,-107,-31
-231,-111,-19
-224,-104,-19
-226,-100,-25
-220,-109,-28
-230,-106,-33
-227,-107,-29
-226,-97,-26
-226,-103,-26
-223,-103,-34
-225,-94,-13
-227,-99,-21
-228,-96,-25
-232,-105,-27
-222,-97,-23
-224,-99,-25
-216,-107,-34
-226,-105,-29
-229,-106,-32
-229,-101,-26
-228,-94,-25
-234,-89,-19
-228,-103,-24
-226,-105,-28
-227,-98,-19
-233,-100,-25
-231,-99,-22
-224,-91,-14
-231,-95,-25
-228,-95,-21
-232,-104,-22
-224,-108,-27
-229,-95,-30
-231,-101,-21
-227,-92,-25
-230,-89,-17
-227,-100,-23
-224,-97,-22
-232,-105,-27
-227,-103,-22
-227,-102,-23
-235,-97,-26
-226,-91,-18
-239,-98,-21
-227,-92,-19
-231,-102,-26
-223,-95,-20
-227,-92,-17
-226,-95,-23
-232,-93,-12
-230,-95,-16
-233,-101,-20
-233,-88,-20
-232,-99,-16
-230,-102,-19
-229,-111,-25
-231,-87,-21
-233,-88,-15
-237,-95,-21
-232,-93,-14
-227,-95,-19
-234,-89,-21
-237,-94,-22
-232,-95,-20
-232,-95,-24
-231,-84,-15
-240,-89,-12
-234,-98,-16
-229,-96,-23
-225,-90,-27
-226,-94,-3
-219,-98,-17
-232,-88,-11
-230,-91,-18
-239,-91,-13
-225,-91,-17
-231,-90,-12
-236,-96,-20
