@relation .\sit2.out.txt

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
1, 0.31, 0, 0, 0, 0, 1.04695, 0, 0.0436667, 0, 90
0.54, 0.11, 0.87, 0.07, 0.14, 0.85, 1.02985, 0.864292, 0.0943333, 0.0353333, 29.5414
0.54, 0.12, 0.86, 0.04, 0.24, 0.83, 1.02255, 0.864928, 0.145, 0.0723333, 30.6834
0.53, 0.12, 0.86, 0.15, 0.05, 0.81, 1.0173, 0.825288, 0.195333, 0.106, 30.6834
0.53, 0.13, 0.87, 0.12, 0.88, 0.76, 1.02699, 1.16893, 0.246333, 0.164667, 29.5414
0.53, 0.12, 0.87, 1.07, 0.63, 0.33, 1.02577, 1.2848, 0.297, 0.232333, 29.5414
0.53, 0.12, 0.86, 0.61, 0.28, 0.08, 1.0173, 0.675944, 0.347333, 0.264667, 30.6834
0.53, 0.11, 0.87, 0.05, 0.41, 0.31, 1.02465, 0.51643, 0.397667, 0.290333, 29.5414
0.53, 0.12, 0.87, 1.25, 0.85, 0.61, 1.02577, 1.63006, 0.448333, 0.380667, 29.5414
0.53, 0.12, 0.86, 0.3, 0.55, 0.66, 1.0173, 0.91, 0.498667, 0.431, 30.6834
0.53, 0.12, 0.87, 0.05, 0.5, 0.08, 1.02577, 0.508822, 0.549333, 0.452, 29.5414
0.54, 0.11, 0.87, 0.37, 0.06, 0.25, 1.02985, 0.450555, 0.6, 0.474667, 29.5414
0.54, 0.12, 0.87, 0.18, 0.5, 0.71, 1.03097, 0.886848, 0.651, 0.521, 29.5414
0.53, 0.12, 0.87, 0.09, 0.76, 0.3, 1.02577, 0.82201, 0.701667, 0.559333, 29.5414
0.53, 0.11, 0.87, 0.08, 0.4, 0.15, 1.02465, 0.434626, 0.752, 0.580333, 29.5414
0.53, 0.12, 0.86, 0.22, 0.05, 0.81, 1.0173, 0.840833, 0.802333, 0.616333, 30.6834
0.53, 0.12, 0.87, 0.22, 0.83, 0.32, 1.02577, 0.916351, 0.853, 0.662, 29.5414
0.53, 0.12, 0.87, 0.05, 0.93, 0.06, 1.02577, 0.933274, 0.903667, 0.696667, 29.5414
0.53, 0.12, 0.86, 0.2, 0.58, 0.65, 1.0173, 0.893812, 0.954, 0.744333, 30.6834
0.53, 0.11, 0.87, 0.24, 0.44, 0.57, 1.02465, 0.759013, 1.00433, 0.786, 29.5414
0.53, 0.12, 0.86, 0.18, 0.58, 0.38, 1.0173, 0.71638, 1.05467, 0.824, 30.6834
0.53, 0.12, 0.87, 0.11, 0.67, 0.51, 1.02577, 0.849176, 1.10533, 0.867, 29.5414
0.53, 0.12, 0.87, 0.16, 0.98, 0.41, 1.02577, 1.07429, 1.156, 0.918667, 29.5414
0.53, 0.12, 0.87, 0.18, 0.48, 0.69, 1.02577, 0.859593, 1.20667, 0.963667, 29.5414
0.52, 0.12, 0.87, 0.03, 0.63, 0.66, 1.02064, 0.912907, 1.257, 1.00767, 29.5414
0.53, 0.11, 0.87, 0.09, 0.09, 0.86, 1.02465, 0.869368, 1.30733, 1.04233, 29.5414
0.53, 0.11, 0.86, 0.18, 0.05, 0.75, 1.01617, 0.772917, 1.35733, 1.075, 30.6834
0.53, 0.12, 0.86, 0.17, 0.38, 0.7, 1.0173, 0.814432, 1.40767, 1.11667, 30.6834
0.53, 0.11, 0.87, 0.79, 0.74, 0.56, 1.02465, 1.21873, 1.458, 1.18633, 29.5414
0.53, 0.12, 0.87, 0.28, 0.39, 0.82, 1.02577, 0.950211, 1.50867, 1.236, 29.5414
0.53, 0.12, 0.86, 0.86, 0.01, 0.17, 1.0173, 0.876698, 1.51533, 1.27067, 30.6834
0.53, 0.12, 0.87, 0.29, 0.27, 0.25, 1.02577, 0.468508, 1.51533, 1.26233, 29.5414
0.53, 0.12, 0.86, 0.77, 0.47, 0.92, 1.0173, 1.28849, 1.515, 1.29733, 30.6834
0.53, 0.12, 0.87, 0.1, 0.92, 0.64, 1.02577, 1.12517, 1.51533, 1.319, 29.5414
0.53, 0.11, 0.87, 0, 0, 0, 1.02465, 0, 1.51467, 1.26033, 29.5414
0.54, 0.12, 0.86, 0.17, 0.11, 0.72, 1.02255, 0.74793, 1.51467, 1.226, 30.6834
0.53, 0.12, 0.87, 0.6, 0.11, 0.68, 1.02577, 0.91351, 1.515, 1.24, 29.5414
0.53, 0.12, 0.87, 0.24, 0.64, 0.66, 1.02577, 0.950158, 1.51533, 1.26567, 29.5414
0.53, 0.12, 0.86, 0.17, 0.33, 0.44, 1.0173, 0.575674, 1.515, 1.20667, 30.6834
0.53, 0.11, 0.87, 0.13, 0.08, 0, 1.02465, 0.152643, 1.515, 1.16333, 29.5414
0.53, 0.12, 0.86, 0.27, 0.85, 0.34, 1.0173, 0.954463, 1.51467, 1.191, 30.6834
0.52, 0.11, 0.87, 0.21, 0.66, 0.75, 1.01951, 1.02088, 1.514, 1.22233, 29.5414
0.53, 0.11, 0.87, 0.5, 0.03, 0.1, 1.02465, 0.510784, 1.51333, 1.197, 29.5414
0.53, 0.12, 0.87, 0.35, 0.12, 0.05, 1.02577, 0.373363, 1.51333, 1.176, 29.5414
0.53, 0.11, 0.86, 0.01, 0.79, 0.88, 1.01617, 1.18262, 1.513, 1.211, 30.6834
0.53, 0.12, 0.86, 0.65, 0.52, 0.16, 1.0173, 0.847644, 1.513, 1.21933, 30.6834
0.53, 0.12, 0.87, 0.4, 0.95, 0.17, 1.02577, 1.0447, 1.513, 1.22433, 29.5414
0.53, 0.11, 0.86, 0.91, 0.39, 0, 1.01617, 0.990051, 1.51233, 1.233, 30.6834
0.53, 0.12, 0.86, 0.6, 0.75, 0.44, 1.0173, 1.05646, 1.51233, 1.245, 30.6834
0.52, 0.11, 0.87, 0.08, 0, 0.3, 1.01951, 0.310483, 1.512, 1.216, 29.5414
0.53, 0.11, 0.87, 0.04, 0.31, 0.82, 1.02465, 0.877553, 1.512, 1.217, 29.5414
0.53, 0.12, 0.86, 0.17, 0.17, 0.57, 1.0173, 0.618628, 1.51167, 1.20433, 30.6834
0.53, 0.11, 0.86, 0.28, 0.46, 0.5, 1.01617, 0.734847, 1.511, 1.194, 30.6834
0.52, 0.12, 0.87, 0.1, 0.13, 0.11, 1.02064, 0.197484, 1.51067, 1.16033, 29.5414
0.53, 0.12, 0.87, 0.22, 0.15, 0.76, 1.02577, 0.805295, 1.511, 1.154, 29.5414
0.53, 0.11, 0.87, 0.08, 0.41, 0.69, 1.02465, 0.806598, 1.511, 1.15867, 29.5414
0.53, 0.12, 0.86, 0.25, 0.19, 0.2, 1.0173, 0.37229, 1.51133, 1.14733, 30.6834
0.53, 0.11, 0.86, 0.73, 0.37, 0.15, 1.01617, 0.832046, 1.511, 1.14733, 30.6834
0.52, 0.12, 0.87, 0.17, 0.03, 0.29, 1.02064, 0.337491, 1.511, 1.094, 29.5414
0.53, 0.11, 0.86, 0.05, 0.08, 0.35, 1.01617, 0.362491, 1.51033, 1.06033, 30.6834
0.53, 0.12, 0.88, 0.4, 0.15, 0.02, 1.03426, 0.427668, 1.511, 1.04467, 28.3576
0.53, 0.12, 0.86, 0.97, 0.29, 0.21, 1.0173, 1.03397, 1.51067, 1.06667, 30.6834
0.53, 0.11, 0.86, 0.02, 0.25, 0.29, 1.01617, 0.383406, 1.51033, 1.01333, 30.6834
0.53, 0.12, 0.87, 0.07, 0.34, 0.2, 1.02577, 0.400625, 1.51033, 0.978333, 29.5414
0.53, 0.12, 0.87, 0.11, 0.66, 0.15, 1.02577, 0.685711, 1.51067, 1.009, 29.5414
0.53, 0.11, 0.87, 0.08, 0, 0.24, 1.02465, 0.252982, 1.51033, 0.986333, 29.5414
0.52, 0.11, 0.87, 0.16, 0.65, 0.02, 1.01951, 0.669701, 1.50967, 0.967667, 29.5414
0.53, 0.11, 0.87, 0.39, 0, 0, 1.02465, 0.39, 1.50933, 0.929333, 29.5414
0.53, 0.12, 0.86, 0.3, 0.27, 0.4, 1.0173, 0.568243, 1.50933, 0.930333, 30.6834
0.52, 0.12, 0.87, 0.13, 0.98, 0.14, 1.02064, 0.998449, 1.50933, 0.965, 29.5414
0.53, 0.12, 0.88, 0.74, 0.43, 0.17, 1.03426, 0.872582, 1.51, 0.961, 28.3576
0.53, 0.12, 0.87, 0.19, 0.3, 0.5, 1.02577, 0.61327, 1.51067, 0.94, 29.5414
0.53, 0.12, 0.87, 0.44, 0.72, 0.02, 1.02577, 0.844038, 1.511, 0.958333, 29.5414
0.53, 0.11, 0.87, 0.59, 0.21, 0.6, 1.02465, 0.867295, 1.51067, 0.987667, 29.5414
0.53, 0.12, 0.86, 0.45, 0.01, 0.55, 1.0173, 0.710704, 1.511, 0.965333, 30.6834
0.52, 0.12, 0.87, 0.04, 0.7, 0.36, 1.02064, 0.788162, 1.511, 0.957667, 29.5414
0.53, 0.12, 0.86, 0.62, 0.5, 0.37, 1.0173, 0.878237, 1.51067, 0.956667, 30.6834
0.53, 0.12, 0.87, 0.59, 0.49, 0.5, 1.02577, 0.915533, 1.51133, 0.966, 29.5414
0.52, 0.12, 0.87, 0.11, 0.47, 0.61, 1.02064, 0.777882, 1.51133, 0.946, 29.5414
0.54, 0.12, 0.85, 0.67, 0.35, 0.83, 1.01415, 1.12263, 1.51167, 0.995, 31.7883
0.52, 0.12, 0.86, 0.39, 0.66, 0.03, 1.01213, 0.767203, 1.51133, 0.992, 30.6834
0.52, 0.12, 0.86, 0.14, 0.69, 0.6, 1.01213, 0.925041, 1.511, 1.00933, 30.6834
0.53, 0.12, 0.87, 0.86, 0.54, 0.65, 1.02577, 1.20569, 1.51167, 1.03633, 29.5414
0.52, 0.12, 0.87, 0.03, 0.08, 0.65, 1.02064, 0.655591, 1.51167, 1.05033, 29.5414
0.53, 0.12, 0.87, 0.39, 0.97, 0.49, 1.02577, 1.1546, 1.51167, 1.07433, 29.5414
0.52, 0.12, 0.86, 1.03, 0.14, 0.12, 1.01213, 1.04637, 1.51133, 1.078, 30.6834
0.53, 0.12, 0.87, 0.2, 0.77, 0.51, 1.02577, 0.944987, 1.51167, 1.106, 29.5414
0.53, 0.12, 0.86, 0.3, 0.12, 0.85, 1.0173, 0.90934, 1.512, 1.10667, 30.6834
0.53, 0.12, 0.87, 0.21, 0.32, 0.96, 1.02577, 1.03349, 1.51233, 1.14, 29.5414
0.53, 0.12, 0.87, 0.11, 0.44, 0.04, 1.02577, 0.455302, 1.513, 1.14367, 29.5414
0.52, 0.11, 0.87, 0.21, 0.38, 0.57, 1.01951, 0.716519, 1.512, 1.16333, 29.5414
0.53, 0.12, 0.87, 0.19, 0.42, 0.54, 1.02577, 0.71, 1.51233, 1.15267, 29.5414
0.52, 0.11, 0.87, 0.15, 0.05, 0.5, 1.01951, 0.524404, 1.51233, 1.15733, 29.5414
0.52, 0.12, 0.87, 0.1, 0.71, 0.49, 1.02064, 0.868447, 1.512, 1.18033, 29.5414
0.53, 0.11, 0.87, 0.08, 0.88, 0.93, 1.02465, 1.28285, 1.51167, 1.21267, 29.5414
0.52, 0.12, 0.88, 0.08, 0.07, 0.97, 1.02917, 0.975807, 1.512, 1.23933, 28.3576
0.53, 0.11, 0.87, 0.27, 0.22, 0.98, 1.02465, 1.04005, 1.51233, 1.26067, 29.5414
0.52, 0.11, 0.87, 0.95, 0.51, 0.4, 1.01951, 1.15004, 1.512, 1.30967, 29.5414
