12,2,263
32,-54,287
-62,-28,224
-14,-93,-68
-216,-9,-181
-195,-4,-165
-375,-2,-266
-11,-25,-124
86,48,-190
-359,100,-176
258,38,23
-419,-27,-116
-511,103,-509
-59,-150,24
331,-128,189
-500,63,-469
-511,115,-511
-21,-42,15
316,-122,164
-511,108,-511
-331,-60,-417
91,-59,172
190,-100,14
-457,52,-452
-216,9,-246
96,-59,284
250,90,9
-177,141,-199
-36,73,-243
-61,109,-232
-167,133,-449
61,102,-12
-114,111,-121

-242,-226,-34
67,-198,-103
-93,-257,-127
-86,-204,-80
-129,-192,-116
-176,-444,-263
-143,103,389
-49,-179,-511
72,-236,510
-146,187,-511
161,-511,-511
-116,257,-2
50,-74,-511
283,-510,-266
-377,27,-68
-129,-136,-76
-137,-298,-23
-19,-215,-69

-174,49,11
187,-288,67
-65,-55,124
10,93,-153
-501,-139,430
-91,511,-506
-511,-511,161
-511,-511,-275
425,99,-25
-70,-229,-91
-64,-62,-142
404,-262,-92
259,-156,-41
176,-184,-40
149,-165,29
56,-511,-153
209,-149,77
-196,-288,108
9,-109,-96
-341,-108,-36
-149,-166,84
-266,-46,-3
-137,-123,56
-212,-95,158

